booking_id,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by
B005025,G03052,H00515,L01399,3,1,685.19,completed,none
B005026,G03931,H00146,L02233,9,18,1735.03,cancelled,guest
B005027,G01379,H01079,L01360,2,4,161.2,completed,none
B005028,G00035,H01085,L00717,2,31,235.66,completed,none
B005029,G01136,H00060,L00032,7,26,484.72,cancelled,host
B005030,G00513,H00900,L00378,7,23,880.49,cancelled,guest
B005031,G00065,H00878,L00778,6,39,1353.18,completed,none
B005032,G00361,H00367,L00661,3,2,1061.19,cancelled,host
B005033,G03536,H01365,L01302,7,9,625.37,active,none
B005034,G01548,H00120,L01624,4,27,879.25,cancelled,guest
B005035,G03989,H00209,L01493,8,20,1238.67,completed,none
B005036,G02920,H00164,L02724,2,-2,234.47,cancelled,host
B005037,G03094,H01264,L01713,5,43,881.86,completed,none
B005038,G02976,H00618,L00204,1,33,274.04,completed,none
B005039,G02688,H00613,L00214,9,39,2843.4,completed,none
B005040,G03107,H00972,L00186,4,29,665.63,completed,none
B005041,G00934,H01347,L02256,9,4,1501.04,completed,none
B005042,G03043,H01175,L00628,1,18,281.87,completed,none
B005043,G00444,H00479,L00559,8,41,1355.08,completed,none
B005044,G00418,H01008,L00613,7,15,1433.31,completed,none
B005045,G01905,H00759,L02765,6,4,1503.36,completed,none
B005046,G03724,H00635,L02602,5,17,1334.67,completed,none
B005047,G03180,H00159,L02952,5,37,595.5,completed,none
B005048,G02901,H01374,L02094,2,41,471.38,completed,none
B005049,G03935,H00390,L02845,3,42,527.79,completed,none
B005050,G01598,H00894,L00627,1,36,130.46,completed,none
B005051,G03114,H01197,L02719,1,1,116.76,cancelled,guest
B005052,G01523,H01147,L01964,4,17,677.87,completed,none
B005053,G00470,H01137,L00623,2,2,338.79,completed,none
B005054,G00231,H01222,L02871,2,7,630.09,active,none
B005055,G00450,H00254,L01055,3,38,211.92,completed,none
B005056,G00138,H00689,L02061,7,42,1529.82,cancelled,guest
B005057,G00668,H00165,L01286,3,3,531.7,active,none
B005058,G00820,H01378,L00732,5,20,618.8,completed,none
B005059,G03112,H00070,L02427,8,2,705.54,completed,none
B005060,G02393,H00228,L00978,3,20,332.17,completed,none
B005061,G01228,H00157,L02509,3,9,590.7,completed,none
B005062,G02853,H00031,L00593,1,24,197.25,cancelled,guest
B005063,G03407,H00781,L01354,7,23,1144.47,completed,none
B005064,G03572,H00148,L02406,4,44,1442.29,completed,none
B005065,G00386,H00197,L01817,4,7,1048.53,completed,none
B005066,G01533,H01199,L01590,1,2,411.89,completed,none
B005067,G00084,H00344,L01022,3,23,382.5,completed,none
B005068,G02603,H01331,L01047,6,27,1572.8,completed,none
B005069,G01470,H00019,L02726,8,26,1844.05,cancelled,host
B005070,G00133,H00214,L01497,5,13,493.88,cancelled,guest
B005071,G02980,H00097,L02567,7,18,1650.93,completed,none
B005072,G02510,H00999,L00507,5,4,1831.32,completed,none
B005073,G01752,H00019,L02726,6,18,1482.98,completed,none
B005074,G02167,H00031,L00794,1,33,177.65,completed,none
B005075,G01658,H01054,L00169,3,33,239.53,completed,none
B005076,G01948,H01479,L01410,6,10,1400.57,completed,none
B005077,G01246,H00482,L02419,9,13,1649.16,completed,none
B005078,G01100,H00145,L02283,4,14,748.71,completed,none
B005079,G00358,H01318,L02009,2,39,282.86,completed,none
B005080,G01622,H00170,L01064,4,4,1089.07,completed,none
B005081,G02076,H00509,L02520,5,13,713.05,completed,none
B005082,G03613,H00370,L00733,6,29,377.64,completed,none
B005083,G02269,H01240,L01501,9,35,1926.61,completed,none
B005084,G00613,H00727,L01716,9,33,3814.19,completed,none
B005085,G03682,H00820,L01561,1,40,367.82,active,none
B005086,G01780,H01441,L01529,5,11,1428.13,completed,none
B005087,G03020,H00155,L01818,1,13,292.34,completed,none
B005088,G03461,H01285,L01013,2,8,508.64,cancelled,guest
B005089,G02869,H00172,L02692,2,11,275.23,completed,none
B005090,G02226,H00423,L02282,3,29,570.08,completed,none
B005091,G02802,H01064,L02035,8,10,2090.32,completed,none
B005092,G03737,H00374,L00230,8,-2,3382.25,completed,none
B005093,G02059,H00003,L02807,1,36,71.71,completed,none
B005094,G02832,H01230,L00820,5,36,1107.69,completed,none
B005095,G03411,H01364,L02511,6,27,1264.9,completed,none
B005096,G02017,H01242,L01944,1,21,409.25,completed,none
B005097,G03885,H00945,L01202,5,14,1467.9,active,none
B005098,G03599,H01358,L00431,3,12,1636.25,completed,none
B005099,G03690,H01175,L00047,2,38,334.41,completed,none
B005100,G03757,H01071,L01346,5,28,775.02,completed,none
B005101,G00147,H00265,L01996,9,27,929.34,completed,none
B005102,G01251,H00716,L01965,7,39,2231.13,completed,none
B005103,G01768,H00279,L00677,5,36,633.97,completed,none
B005104,G03946,H00978,L02895,4,2,540.35,completed,none
B005105,G00103,H00182,L00192,5,6,1063.81,completed,none
B005106,G00973,H00488,L02695,3,33,479.25,completed,none
B005107,G02161,H00793,L02770,3,1,827.23,completed,none
B005108,G00363,H00135,L02751,9,1,2091.76,completed,none
B005109,G01359,H00516,L00908,6,-2,1522.5,completed,none
B005110,G00614,H01262,L00305,7,21,1175.23,completed,none
B005111,G00901,H00911,L00155,7,29,1213.11,completed,none
B005112,G02541,H01428,L01799,7,35,1062.64,completed,none
B005113,G03005,H01294,L00598,4,8,886.04,completed,none
B005114,G00230,H00691,L00266,8,20,3061.72,completed,none
B005115,G03286,H00551,L00394,3,8,525.07,completed,none
B005116,G00118,H00859,L02925,3,23,1046.97,completed,none
B005117,G00258,H00815,L02215,4,3,676.92,completed,none
B005118,G03578,H00607,L00364,6,18,961.59,cancelled,host
B005119,G00345,H00806,L00468,2,39,394.06,completed,none
B005120,G01675,H00512,L02308,9,44,1176.5,completed,none
B005121,G00579,H01446,L01310,4,16,631.56,completed,none
B005122,G01639,H00904,L01357,1,24,88.45,cancelled,host
B005123,G01798,H00522,L02623,7,25,2205.37,completed,none
B005124,G02200,H00068,L01179,2,-1,378.45,completed,none
B005125,G02727,H00174,L01937,4,37,497.22,completed,none
B005126,G01536,H00677,L00149,9,32,803.03,completed,none
B005127,G01657,H00644,L02379,3,21,923.57,completed,none
B005128,G03176,H00279,L00759,1,15,209.8,completed,none
B005129,G00507,H00460,L02300,4,4,1117.01,completed,none
B005130,G02671,H01439,L00131,8,39,1582.88,completed,none
B005131,G03566,H00598,L00505,4,44,958.31,completed,none
B005132,G01607,H01112,L00078,6,9,1237.29,completed,none
B005133,G03937,H00880,L01657,6,38,911.6,active,none
B005134,G00323,H00396,L00876,1,8,179.86,completed,none
B005135,G02043,H00681,L02575,7,26,2281.75,completed,none
B005136,G03818,H00738,L00553,5,19,3671.86,completed,none
B005137,G02000,H00072,L00706,5,0,829.53,completed,none
B005138,G00317,H00739,L01390,7,21,963.36,completed,none
B005139,G00733,H00203,L02107,9,26,1997.17,completed,none
B005140,G02962,H01335,L01330,9,35,2162.1,cancelled,guest
B005141,G03716,H00235,L01975,7,24,1366.36,active,none
B005142,G00049,H01182,L00209,3,39,1343.79,cancelled,guest
B005143,G01840,H00220,L00669,5,37,1627.36,completed,none
B005144,G03642,H01033,L02795,9,31,4605.66,completed,none
B005145,G00200,H00878,L01386,2,12,300.08,completed,none
B005146,G01874,H00900,L02791,7,15,1013.42,completed,none
B005147,G02411,H01008,L01157,7,8,716.63,cancelled,host
B005148,G03805,H00873,L00827,1,21,356.16,completed,none
B005149,G01851,H00006,L02285,5,12,1122.41,active,none
B005150,G02496,H00699,L02147,8,40,1662.41,completed,none
B005151,G01493,H01457,L01979,1,20,320.33,completed,none
B005152,G00250,H00640,L01282,2,10,599.29,completed,none
B005153,G01155,H01293,L00126,4,1,661.11,completed,none
B005154,G03747,H00046,L01396,2,32,138.67,completed,none
B005155,G01120,H00937,L02292,1,38,164.88,completed,none
B005156,G03728,H00108,L00860,1,5,115.35,completed,none
B005157,G01401,H01167,L02944,2,27,140.35,cancelled,guest
B005158,G01378,H00953,L01894,3,13,909.35,completed,none
B005159,G00429,H00272,L02668,2,4,196.91,completed,none
B005160,G02333,H01282,L00716,9,22,3593.47,completed,none
B005161,G00007,H01142,L00546,9,16,2343.38,completed,none
B005162,G01513,H01367,L02622,5,14,801.27,cancelled,guest
B005163,G00860,H00265,L01270,4,27,821.92,completed,none
B005164,G00195,H01259,L01576,7,35,946.82,completed,none
B005165,G03629,H01128,L02132,2,12,346.07,completed,none
B005166,G01226,H01194,L02589,8,25,1742.3,active,none
B005167,G01453,H00918,L02858,4,34,1155.61,cancelled,guest
B005168,G03793,H00264,L01211,9,17,972.7,completed,none
B005169,G03167,H00657,L01216,3,21,675.23,completed,none
B005170,G03022,H01215,L01353,9,0,1780.05,cancelled,guest
B005171,G02788,H00243,L00641,3,-1,489.04,completed,none
B005172,G03655,H01197,L02719,3,5,397.37,completed,none
B005173,G02952,H01095,L00633,7,41,899.5,completed,none
B005174,G02020,H00219,L02943,5,11,1891.07,completed,none
B005175,G03586,H00355,L00569,5,10,1089.28,completed,none
B005176,G02271,H00608,L00493,3,7,538.27,completed,none
B005177,G03790,H00930,L01575,5,0,334.97,completed,none
B005178,G02197,H01401,L01714,7,13,1097.36,active,none
B005179,G01669,H01104,L01250,7,22,1346.24,active,none
B005180,G01034,H01430,L00863,2,41,654.84,completed,none
B005181,G03412,H01111,L00710,2,24,377.83,active,none
B005182,G01465,H00213,L00824,3,14,1181.81,completed,none
B005183,G03216,H00355,L01955,3,27,726.85,cancelled,guest
B005184,G03342,H00650,L01381,6,17,1248.99,completed,none
B005185,G03603,H00630,L01523,2,16,604.9,completed,none
B005186,G03971,H00218,L02015,7,-2,1685.3,completed,none
B005187,G02979,H00999,L01284,7,43,996.24,completed,none
B005188,G01141,H00525,L00402,5,24,479.42,cancelled,guest
B005189,G01219,H00500,L00631,2,21,278.7,cancelled,host
B005190,G01920,H00670,L02780,9,39,2305.94,completed,none
B005191,G01741,H00104,L01367,7,43,1768.78,completed,none
B005192,G00310,H01076,L00306,6,26,1237.09,completed,none
B005193,G02013,H01063,L01705,1,18,164.19,completed,none
B005194,G03626,H01432,L01925,1,35,296.01,cancelled,host
B005195,G00699,H01194,L02589,2,27,394.57,completed,none
B005196,G00965,H01372,L02488,6,16,1248.9,completed,none
B005197,G03406,H01149,L01819,7,22,1514.99,completed,none
B005198,G01575,H00546,L02166,7,34,2527.27,completed,none
B005199,G03957,H01141,L01395,8,10,967.08,completed,none
B005200,G03309,H01480,L00049,3,32,522.78,completed,none
B005201,G00642,H00805,L01546,3,21,590.15,completed,none
B005202,G02974,H01252,L02578,2,43,410.5,completed,none
B005203,G03040,H01038,L01798,4,25,1370.5,completed,none
B005204,G00323,H01416,L00779,3,21,503.37,completed,none
B005205,G03316,H00227,L00147,8,8,1238.11,completed,none
B005206,G00522,H01111,L00710,6,42,1275.94,completed,none
B005207,G00504,H00956,L02620,6,-2,1853.46,completed,none
B005208,G01558,H00398,L00568,4,23,1038.44,completed,none
B005209,G01990,H00299,L01187,7,12,1698.16,cancelled,host
B005210,G02528,H01038,L01798,4,17,1128.02,completed,none
B005211,G00881,H00185,L01773,2,11,442.5,cancelled,guest
B005212,G02953,H00701,L01393,1,6,152.26,completed,none
B005213,G00293,H00836,L00667,4,43,1229.54,completed,none
B005214,G01627,H00355,L00817,1,26,180.01,active,none
B005215,G02646,H00022,L01846,8,19,2109.37,active,none
B005216,G03542,H01282,L02056,7,29,1335.92,completed,none
B005217,G03821,H00388,L01129,1,38,93.49,completed,none
B005218,G02703,H01351,L00547,7,39,1732.36,completed,none
B005219,G01934,H00359,L01854,8,12,2529.67,completed,none
B005220,G00138,H01094,L01760,5,24,818.79,completed,none
B005221,G03123,H00182,L01661,7,34,993.7,active,none
B005222,G00161,H00218,L00298,4,10,736.31,completed,none
B005223,G02914,H01097,L02595,5,27,598.41,completed,none
B005224,G00269,H01234,L01051,3,40,512.28,completed,none
B005225,G02328,H00694,L02796,8,44,1246.76,completed,none
B005226,G01150,H00419,L01616,4,8,444.31,completed,none
B005227,G02362,H00287,L01615,9,7,4954.72,completed,none
B005228,G01558,H00837,L00751,9,17,2585.26,active,none
B005229,G02677,H00900,L02791,1,43,142.73,active,none
B005230,G03028,H00350,L02949,3,14,283.03,completed,none
B005231,G03873,H01366,L01834,9,7,2778.89,completed,none
B005232,G02163,H01349,L02441,6,16,1051.63,completed,none
B005233,G02015,H01466,L00572,7,36,1411.17,active,none
B005234,G03412,H01401,L01714,2,19,349.69,completed,none
B005235,G02779,H01486,L00146,3,1,305.22,completed,none
B005236,G02135,H01496,L02776,1,23,161.51,cancelled,guest
B005237,G03709,H00241,L02369,3,31,401.48,completed,none
B005238,G00510,H00047,L02744,2,40,560.21,active,none
B005239,G02208,H01366,L01834,7,20,2204.25,completed,none
B005240,G02600,H01074,L02423,4,5,472.77,completed,none
B005241,G03876,H00551,L01835,2,4,320.9,completed,none
B005242,G02765,H00221,L00404,1,31,161.91,completed,none
B005243,G00797,H00409,L02846,1,30,290.75,completed,none
B005244,G00167,H00654,L00205,5,16,1131.0,completed,none
B005245,G00657,H00273,L01246,3,36,762.97,active,none
B005246,G03080,H00272,L01805,7,-2,2243.29,completed,none
B005247,G00084,H01213,L01939,1,38,116.06,completed,none
B005248,G01051,H01203,L01621,1,37,158.68,completed,none
B005249,G01940,H00262,L00816,6,39,720.97,completed,none
B005250,G02405,H00323,L01912,7,0,2306.33,cancelled,host
B005251,G01836,H00987,L00810,7,7,1338.81,completed,none
B005252,G03517,H00882,L01984,6,3,1387.55,completed,none
B005253,G02820,H00269,L02225,5,23,587.06,completed,none
B005254,G03667,H01258,L01484,4,1,1547.32,completed,none
B005255,G01241,H00694,L00789,8,15,1420.32,cancelled,guest
B005256,G01237,H00947,L01217,4,14,710.67,completed,none
B005257,G02505,H00376,L01500,2,30,148.8,completed,none
B005258,G02097,H01017,L02394,6,41,1160.29,completed,none
B005259,G02029,H00216,L00057,9,28,2051.27,completed,none
B005260,G03179,H00211,L02581,7,11,1095.86,cancelled,host
B005261,G03812,H01074,L02423,9,24,1187.49,completed,none
B005262,G00612,H00344,L01022,7,10,938.21,completed,none
B005263,G03848,H00587,L00529,5,25,3798.14,completed,none
B005264,G02009,H00674,L01447,4,3,412.16,completed,none
B005265,G03407,H00917,L00693,5,34,803.95,completed,none
B005266,G01845,H00812,L01936,6,32,424.92,completed,none
B005267,G01605,H00563,L00727,9,43,1633.85,completed,none
B005268,G01426,H00356,L01363,9,3,1242.21,completed,none
B005269,G00999,H00765,L02151,6,27,1297.31,completed,none
B005270,G03669,H01173,L00260,6,40,1248.32,completed,none
B005271,G03076,H01476,L00897,1,16,254.65,cancelled,guest
B005272,G03701,H00479,L01910,4,19,722.64,completed,none
B005273,G03831,H00581,L02701,8,34,924.59,completed,none
B005274,G01069,H00410,L02762,7,41,1621.66,completed,none
B005275,G02152,H00465,L00397,4,11,955.23,completed,none
B005276,G03663,H00675,L01333,5,39,880.14,completed,none
B005277,G03013,H00777,L00981,1,3,188.71,completed,none
B005278,G01609,H01059,L02328,4,-1,508.12,completed,none
B005279,G03297,H00744,L00874,7,21,2380.6,completed,none
B005280,G01585,H00004,L01003,4,31,547.71,completed,none
B005281,G03026,H00413,L00521,2,17,514.34,completed,none
B005282,G02942,H00524,L01503,2,28,294.6,cancelled,guest
B005283,G01882,H01205,L00708,8,14,728.69,completed,none
B005284,G00060,H01227,L01998,3,1,530.31,completed,none
B005285,G03435,H00356,L02790,8,40,2174.18,cancelled,guest
B005286,G00749,H01255,L01862,7,24,1482.3,completed,none
B005287,G00236,H01395,L00034,7,-2,2431.28,completed,none
B005288,G01071,H00925,L01985,9,20,622.33,active,none
B005289,G01769,H00265,L01996,9,7,857.19,completed,none
B005290,G02342,H00010,L00438,3,22,294.62,completed,none
B005291,G01581,H01261,L01482,6,20,2894.0,completed,none
B005292,G03326,H00980,L00922,9,19,1958.98,completed,none
B005293,G00076,H00153,L01002,9,2,1896.0,completed,none
B005294,G01654,H00515,L01399,1,29,223.69,completed,none
B005295,G01578,H00535,L02291,5,2,3222.51,completed,none
B005296,G00562,H01285,L01013,2,17,433.93,completed,none
B005297,G01909,H00046,L02892,4,6,933.86,completed,none
B005298,G03627,H01272,L01149,2,10,277.46,cancelled,host
B005299,G00020,H00149,L01113,3,14,273.93,completed,none
B005300,G01956,H01337,L00857,6,14,952.59,completed,none
B005301,G01707,H00175,L01237,9,19,3712.75,cancelled,host
B005302,G01705,H01425,L02551,9,14,2001.25,completed,none
B005303,G02343,H00414,L00901,7,43,1271.0,completed,none
B005304,G02907,H00253,L00920,7,35,492.38,completed,none
B005305,G01438,H00336,L00692,9,1,960.83,cancelled,guest
B005306,G00827,H00058,L02503,1,41,177.42,completed,none
B005307,G00887,H01131,L00614,7,29,2008.18,completed,none
B005308,G01431,H01223,L01594,9,28,2438.46,cancelled,guest
B005309,G03859,H00960,L02168,8,-1,1748.92,completed,none
B005310,G00738,H00705,L02900,4,30,1216.46,completed,none
B005311,G02051,H01181,L01218,8,36,2086.93,completed,none
B005312,G03324,H00787,L01315,1,4,102.93,completed,none
B005313,G02358,H01107,L01122,5,18,937.57,completed,none
B005314,G01031,H01284,L02113,7,35,562.02,completed,none
B005315,G03037,H01189,L00133,2,26,330.22,completed,none
B005316,G03727,H00939,L02792,8,17,1679.34,completed,none
B005317,G00055,H01319,L01849,8,12,3197.08,completed,none
B005318,G02332,H01103,L00859,2,21,363.62,completed,none
B005319,G00138,H00780,L02656,4,7,340.11,active,none
B005320,G00458,H00279,L00759,9,5,1808.42,completed,none
B005321,G02736,H00830,L01251,3,40,359.88,completed,none
B005322,G01455,H01042,L02103,1,18,119.72,completed,none
B005323,G03493,H00822,L02504,7,42,1373.32,completed,none
B005324,G00226,H00662,L01907,3,19,962.73,completed,none
B005325,G00349,H00336,L01317,9,11,2049.04,completed,none
B005326,G01263,H01247,L00484,3,28,894.59,active,none
B005327,G01392,H00269,L02225,1,26,121.95,active,none
B005328,G02878,H00291,L00687,2,11,429.51,completed,none
B005329,G01758,H00818,L00163,6,15,946.44,completed,none
B005330,G00629,H00454,L02729,2,37,216.37,completed,none
B005331,G00675,H00292,L01526,5,4,1447.03,completed,none
B005332,G03512,H00246,L00890,3,11,552.43,completed,none
B005333,G03016,H01257,L01613,5,15,540.06,cancelled,guest
B005334,G02488,H01470,L01075,8,4,3861.86,completed,none
B005335,G00727,H01365,L01731,4,7,936.39,completed,none
B005336,G01624,H01102,L02789,1,27,158.59,cancelled,host
B005337,G01347,H00421,L00301,2,19,485.2,completed,none
B005338,G01521,H01227,L00699,2,-1,662.41,completed,none
B005339,G02636,H00791,L01872,7,38,2480.19,completed,none
B005340,G00432,H00964,L00045,8,16,1850.24,active,none
B005341,G03963,H00253,L00920,6,40,413.72,completed,none
B005342,G02708,H01041,L00176,5,5,550.3,cancelled,guest
B005343,G02712,H01034,L00382,4,34,1353.82,completed,none
B005344,G01999,H00962,L01746,8,21,2259.81,completed,none
B005345,G03356,H00570,L02373,4,21,799.76,completed,none
B005346,G01257,H00512,L02492,8,11,1233.31,cancelled,host
B005347,G02247,H01020,L01166,4,27,608.17,active,none
B005348,G03112,H00395,L00331,7,1,472.12,completed,none
B005349,G00228,H00900,L00378,1,-1,117.35,completed,none
B005350,G01008,H00318,L02884,4,27,1402.76,completed,none
B005351,G01204,H01492,L01214,2,7,419.12,active,none
B005352,G02320,H01175,L00628,4,28,1058.52,completed,none
B005353,G02339,H00653,L01383,3,39,481.31,completed,none
B005354,G00663,H00909,L02540,9,26,950.8,completed,none
B005355,G00920,H01246,L01844,3,42,492.16,completed,none
B005356,G02502,H00296,L00359,5,20,1606.93,completed,none
B005357,G01506,H00172,L01260,7,44,1914.0,cancelled,guest
B005358,G01530,H01103,L00859,6,7,1206.46,completed,none
B005359,G01650,H00101,L00532,1,33,156.64,cancelled,host
B005360,G02181,H01354,L01924,1,16,79.8,completed,none
B005361,G01877,H01192,L01502,4,17,642.42,completed,none
